LocationCode,DateTime,WindSpeed(m/s),Pressure(hpa),Temperature(°C),Humidity(%),Sunlight(Lux),Power(mW)
13,2024-03-02 10:28:49,1.22,1018.49,18.19,71.34,10030.83,28.32
13,2024-03-02 10:29:49,0.87,1018.54,17.82,72.8,10397.5,30.38
13,2024-03-02 10:30:49,0.61,1018.58,17.55,75.3,11832.5,39.0
13,2024-03-02 10:31:49,0.52,1018.56,17.47,77.35,14636.67,57.6
13,2024-03-02 10:32:49,0.0,1018.57,17.52,75.34,19335.0,99.86
13,2024-03-02 10:33:49,0.0,1018.61,17.77,76.83,23511.67,147.11
13,2024-03-02 10:34:49,0.0,1018.66,18.08,78.18,22400.0,134.77
13,2024-03-02 10:35:49,0.78,1018.7,18.31,76.39,21018.33,118.04
13,2024-03-02 10:36:49,1.48,1018.63,18.23,76.08,24950.83,122.98
13,2024-03-02 10:37:49,1.31,1018.51,18.22,74.91,23462.5,138.88
13,2024-03-02 10:38:49,2.44,1018.38,18.03,75.3,24623.33,160.7
13,2024-03-02 10:39:49,2.35,1018.37,18.09,74.6,24545.0,174.79
13,2024-03-02 10:40:49,1.48,1018.4,18.31,76.61,23900.0,166.9
13,2024-03-02 10:41:49,0.7,1018.39,18.51,76.9,21277.5,134.55
13,2024-03-02 10:42:49,0.96,1018.45,18.71,76.2,20874.17,127.54
13,2024-03-02 10:43:49,2.53,1018.47,18.62,74.63,21484.17,137.33
13,2024-03-02 10:44:49,0.87,1018.38,18.73,75.2,19705.0,120.14
13,2024-03-02 10:45:49,1.65,1018.35,18.81,74.65,18379.17,103.22
13,2024-03-02 10:46:49,1.22,1018.25,18.79,73.82,20295.83,117.96
13,2024-03-02 10:47:49,1.05,1018.22,18.89,74.86,25673.33,177.81
13,2024-03-02 10:48:49,2.18,1018.2,18.89,72.08,34110.0,315.5
13,2024-03-02 10:49:49,0.78,1018.24,19.44,76.75,40630.83,458.14
13,2024-03-02 10:50:49,0.0,1018.25,20.14,72.9,31687.89,279.85
13,2024-03-02 10:51:49,0.7,1018.22,20.2,69.66,27373.33,206.88
13,2024-03-02 10:52:49,2.79,1018.22,19.99,69.15,27323.33,206.18
13,2024-03-02 10:53:49,2.18,1018.21,19.78,68.87,28337.5,217.12
13,2024-03-02 10:54:49,0.44,1018.27,19.77,70.93,28835.83,222.78
13,2024-03-02 10:55:50,0.35,1018.34,20.05,70.36,28512.5,219.41
13,2024-03-02 10:56:50,0.61,1018.31,20.27,68.44,27868.33,210.43
13,2024-03-02 10:57:50,0.0,1018.29,20.51,70.8,29738.33,235.77
13,2024-03-02 10:58:50,0.0,1018.24,20.97,71.35,32635.0,282.7
13,2024-03-02 10:59:49,0.61,1018.08,21.12,65.44,33647.5,302.74
13,2024-03-02 11:00:49,0.0,1018.13,21.35,63.45,34355.0,316.85
13,2024-03-02 11:01:49,0.0,1018.1,21.48,65.09,33740.83,308.1
13,2024-03-02 11:02:49,0.35,1018.15,21.54,63.09,29449.17,239.15
13,2024-03-02 11:03:49,0.17,1018.22,21.48,65.73,23948.33,160.32
13,2024-03-02 11:04:49,0.0,1018.23,21.63,68.1,19297.5,106.55
13,2024-03-02 11:05:49,0.0,1018.25,21.75,69.29,17400.0,84.04
13,2024-03-02 11:06:49,0.35,1018.21,21.45,62.91,16505.0,74.78
13,2024-03-02 11:07:49,0.7,1018.19,21.19,65.38,16092.5,70.82
13,2024-03-02 11:08:49,1.05,1018.22,20.6,61.86,15913.33,69.05
13,2024-03-02 11:09:49,0.52,1018.22,20.21,64.68,15429.17,63.78
13,2024-03-02 11:10:49,0.0,1018.25,20.15,69.08,14329.17,55.38
13,2024-03-02 11:11:49,0.26,1018.27,19.98,65.07,13091.67,45.13
13,2024-03-02 11:12:49,0.61,1018.24,19.46,66.57,11987.5,38.11
13,2024-03-02 11:13:49,0.0,1018.21,19.23,69.22,10984.17,31.75
13,2024-03-02 11:14:49,0.44,1018.27,18.93,67.67,10108.33,27.16
13,2024-03-02 11:15:49,0.87,1018.29,18.49,69.75,9391.67,23.0
13,2024-03-02 11:16:49,0.87,1018.34,18.21,71.33,8839.17,20.86
13,2024-03-02 11:17:49,0.0,1018.33,18.17,73.66,8829.17,20.82
13,2024-03-02 11:18:49,0.61,1018.33,18.07,74.18,9643.33,23.93
13,2024-03-02 11:19:49,0.0,1018.32,18.08,75.11,11237.5,31.86
13,2024-03-02 11:20:49,1.92,1018.27,17.77,72.3,13466.67,46.23
13,2024-03-02 11:21:49,2.53,1018.18,17.54,72.37,16153.33,65.76
13,2024-03-02 11:22:49,0.61,1018.13,17.67,75.37,19915.0,99.75
13,2024-03-02 11:23:49,1.57,1018.13,17.71,72.37,27059.17,183.3
13,2024-03-02 11:24:49,1.31,1018.12,18.12,72.31,31978.33,261.81
13,2024-03-02 11:25:49,0.7,1018.13,18.52,71.7,30225.83,241.55
13,2024-03-02 11:26:49,1.05,1018.08,18.84,70.7,31974.17,269.27
13,2024-03-02 11:27:49,0.96,1017.99,19.05,72.13,35554.16,335.97
13,2024-03-02 11:28:49,0.52,1017.95,19.47,71.58,35828.33,347.42
13,2024-03-02 11:29:49,0.96,1017.88,19.73,69.59,46200.83,576.3
13,2024-03-02 11:30:49,0.96,1017.87,19.97,71.49,43432.27,513.86
13,2024-03-02 11:31:49,0.96,1017.88,20.11,68.44,35225.94,340.34
13,2024-03-02 11:32:49,0.7,1017.88,19.95,70.12,37585.0,381.47
13,2024-03-02 11:33:49,2.53,1017.78,19.96,69.03,44925.83,534.97
13,2024-03-02 11:34:49,1.57,1017.79,20.11,70.46,48303.59,626.34
13,2024-03-02 11:35:49,0.7,1017.8,20.6,68.53,44914.69,563.14
13,2024-03-02 11:36:49,0.96,1017.81,20.68,70.72,38153.05,414.57
13,2024-03-02 11:37:49,1.31,1017.8,20.64,69.61,29813.33,259.19
13,2024-03-02 11:38:49,0.96,1017.77,20.31,71.63,25460.0,186.17
13,2024-03-02 11:39:49,1.74,1017.69,19.95,68.92,23510.83,155.52
13,2024-03-02 11:40:49,2.26,1017.56,19.44,71.6,22575.83,142.06
13,2024-03-02 11:41:49,2.0,1017.52,19.13,69.62,22741.67,142.83
13,2024-03-02 11:42:49,2.61,1017.43,18.75,72.62,23863.33,156.0
13,2024-03-02 11:43:49,1.65,1017.4,18.5,73.88,25179.17,174.25
13,2024-03-02 11:44:49,1.22,1017.44,18.64,73.72,26711.67,194.99
13,2024-03-02 11:45:49,2.18,1017.38,18.6,73.72,29320.83,232.3
13,2024-03-02 11:46:49,1.65,1017.43,18.68,74.57,31481.67,269.27
13,2024-03-02 11:47:49,1.57,1017.47,19.1,72.25,34766.66,324.7
13,2024-03-02 11:48:49,2.61,1017.45,19.19,70.62,37143.33,372.59
13,2024-03-02 11:49:49,1.74,1017.45,19.48,69.73,37864.16,389.34
13,2024-03-02 11:50:49,1.31,1017.44,19.9,67.1,39660.83,423.31
13,2024-03-02 11:51:49,2.09,1017.4,20.23,66.6,40120.83,432.61
13,2024-03-02 11:52:49,1.13,1017.41,20.25,67.99,34474.84,324.02
13,2024-03-02 11:53:49,0.26,1017.37,20.75,66.65,28172.5,215.62
13,2024-03-02 11:54:49,2.26,1017.42,20.43,64.14,23326.67,147.11
13,2024-03-02 11:55:49,2.18,1017.46,20.02,65.57,18472.5,92.2
13,2024-03-02 11:56:49,1.05,1017.4,19.74,68.14,14368.33,55.75
13,2024-03-02 11:57:49,1.74,1017.36,19.13,66.87,11520.83,36.15
13,2024-03-02 11:58:49,2.0,1017.36,18.71,70.22,9617.5,24.73
13,2024-03-02 11:59:49,1.39,1017.37,18.35,70.8,8181.67,17.49
13,2024-03-02 12:00:49,0.78,1017.42,18.02,71.72,6968.33,12.44
13,2024-03-02 12:01:49,0.0,1017.42,17.86,73.9,5753.33,8.68
13,2024-03-02 12:02:49,0.61,1017.45,17.55,72.78,4929.17,6.12
13,2024-03-02 12:03:49,2.96,1017.49,17.12,74.85,4795.83,5.76
13,2024-03-02 12:04:49,2.35,1017.49,16.82,74.82,5202.5,6.5
13,2024-03-02 12:05:49,0.7,1017.4,16.77,76.97,5899.17,8.27
13,2024-03-02 12:06:49,0.0,1017.39,16.83,78.47,6450.0,9.96
13,2024-03-02 12:07:49,0.0,1017.36,16.9,79.15,6785.83,11.01
13,2024-03-02 12:08:49,0.17,1017.38,16.92,78.79,7053.33,12.21
13,2024-03-02 12:09:49,0.0,1017.4,17.01,80.04,7438.33,13.72
13,2024-03-02 12:10:49,0.0,1017.41,17.06,79.35,8042.5,15.63
13,2024-03-02 12:11:49,0.0,1017.36,17.06,80.41,8890.0,18.98
13,2024-03-02 12:12:49,0.0,1017.36,17.04,80.69,9635.0,22.01
13,2024-03-02 12:13:49,0.0,1017.32,17.07,82.4,10055.0,24.12
13,2024-03-02 12:14:49,0.0,1017.32,17.13,83.8,8851.67,24.77
13,2024-03-02 12:15:49,0.0,1017.34,17.09,83.29,8155.0,23.59
13,2024-03-02 12:16:49,0.0,1017.34,16.98,83.86,7239.17,21.08
13,2024-03-02 12:17:49,0.0,1017.26,16.95,84.79,7404.17,19.15
13,2024-03-02 12:18:49,0.0,1017.26,16.86,83.93,7159.17,18.9
13,2024-03-02 12:19:49,0.0,1017.18,16.84,84.86,7244.17,18.98
13,2024-03-02 12:20:49,0.0,1017.17,16.78,84.47,7074.17,20.73
13,2024-03-02 12:21:49,0.0,1017.14,16.58,83.75,8596.67,22.05
13,2024-03-02 12:22:49,0.0,1017.15,16.41,84.93,8794.17,23.97
13,2024-03-02 12:23:49,0.0,1017.21,16.34,85.03,10264.17,29.64
13,2024-03-02 12:24:49,0.0,1017.21,16.37,85.7,12296.67,42.16
13,2024-03-02 12:25:49,0.0,1017.13,16.52,86.22,15540.0,66.46
13,2024-03-02 12:26:49,0.0,1017.15,16.84,87.43,17690.0,85.18
13,2024-03-02 12:27:49,0.0,1017.16,17.15,87.47,15770.0,68.89
13,2024-03-02 12:28:49,0.0,1017.28,17.42,87.78,12330.83,44.54
13,2024-03-02 12:29:49,0.0,1017.27,17.4,85.92,10005.0,29.49
13,2024-03-02 12:30:49,0.0,1017.24,17.46,87.51,9555.83,25.93
13,2024-03-02 12:31:49,0.0,1017.18,17.53,88.35,10700.83,31.75
13,2024-03-02 12:32:49,0.0,1017.06,17.47,87.27,13295.83,48.99
13,2024-03-02 12:33:50,0.0,1017.01,17.59,86.98,18194.17,88.39
13,2024-03-02 12:34:50,0.0,1016.9,17.85,85.08,24778.33,161.04
13,2024-03-02 12:35:49,0.0,1016.83,18.11,82.68,30575.83,242.73
13,2024-03-02 12:36:50,0.0,1016.82,18.31,79.85,26589.17,194.46
13,2024-03-02 12:37:49,0.17,1016.85,18.29,78.26,22251.67,137.64
13,2024-03-02 12:38:49,1.65,1016.89,18.33,79.31,20342.5,115.79
13,2024-03-02 12:39:49,0.0,1016.96,18.43,81.11,15838.33,72.58
13,2024-03-02 12:40:49,0.0,1016.99,18.5,81.77,12285.83,44.49
13,2024-03-02 12:41:49,0.87,1017.03,18.38,83.14,10083.33,29.18
13,2024-03-02 12:42:49,1.05,1017.01,18.13,83.94,9865.83,27.1
13,2024-03-02 12:43:49,0.7,1016.92,17.92,84.38,10850.83,31.71
13,2024-03-02 12:44:49,0.0,1016.89,17.78,85.4,11594.17,36.31
13,2024-03-02 12:45:49,0.0,1016.86,17.69,86.01,10696.67,30.8
13,2024-03-02 12:46:49,0.0,1016.83,17.62,86.37,8848.33,21.92
13,2024-03-02 12:47:49,0.0,1016.82,17.43,85.36,8667.5,20.86
13,2024-03-02 12:48:49,0.0,1016.74,17.3,86.32,9814.17,26.07
13,2024-03-02 12:49:49,0.0,1016.69,17.22,86.97,10706.67,31.54
13,2024-03-02 12:50:49,0.0,1016.66,17.23,87.69,10696.67,31.82
13,2024-03-02 12:51:49,0.0,1016.68,17.18,87.91,9315.83,24.77
13,2024-03-02 12:52:49,0.78,1016.7,17.08,87.73,7953.33,18.53
13,2024-03-02 12:53:49,0.35,1016.72,16.96,88.07,7335.0,15.4
13,2024-03-02 12:54:49,0.0,1016.69,16.94,88.71,7494.17,15.58
13,2024-03-02 12:55:49,0.0,1016.64,16.95,89.42,8450.0,20.0
13,2024-03-02 12:56:49,0.0,1016.56,16.97,89.26,9628.33,25.97
13,2024-03-02 12:57:49,0.0,1016.51,17.06,89.51,10860.0,32.78
13,2024-03-02 12:58:49,0.0,1016.43,17.16,89.41,12095.83,40.63
13,2024-03-02 12:59:49,0.0,1016.44,17.33,89.25,12548.33,43.6
13,2024-03-02 13:00:49,0.0,1016.42,17.44,88.74,12340.0,42.66
13,2024-03-02 13:01:49,0.0,1016.36,17.53,87.88,12420.0,43.34
13,2024-03-02 13:02:49,0.0,1016.39,17.65,87.95,12550.83,44.67
13,2024-03-02 13:03:49,0.0,1016.38,17.73,87.66,11740.0,39.43
13,2024-03-02 13:04:49,0.0,1016.4,17.71,87.13,10757.5,33.18
13,2024-03-02 13:05:49,0.0,1016.34,17.58,84.26,10443.33,31.49
13,2024-03-02 13:06:49,0.0,1016.36,17.58,85.4,10600.83,31.97
13,2024-03-02 13:07:49,0.0,1016.28,17.64,86.65,10803.33,33.0
13,2024-03-02 13:08:49,0.0,1016.3,17.61,86.28,10965.0,34.12
13,2024-03-02 13:09:49,0.0,1016.24,17.62,86.86,10856.67,33.18
13,2024-03-02 13:10:49,0.0,1016.21,17.61,86.88,10140.0,29.54
13,2024-03-02 13:11:49,0.0,1016.22,17.66,87.4,9625.83,26.86
13,2024-03-02 13:12:49,0.0,1016.19,17.72,87.43,9599.17,26.22
13,2024-03-02 13:13:49,0.0,1016.14,17.79,87.55,9630.83,26.03
13,2024-03-02 13:14:49,0.0,1016.11,17.85,87.69,9519.17,25.25
13,2024-03-02 13:15:49,0.0,1016.1,17.84,87.39,9158.33,23.78
13,2024-03-02 13:16:49,0.0,1016.11,17.81,86.71,8515.83,20.77
13,2024-03-02 13:17:49,0.0,1016.1,17.74,86.84,7901.67,17.88
13,2024-03-02 13:18:49,0.0,1016.02,17.61,86.52,7397.5,15.47
13,2024-03-02 13:19:49,0.0,1015.99,17.51,86.96,7080.83,14.04
13,2024-03-02 13:20:49,0.0,1016.01,17.45,86.95,6864.17,12.99
13,2024-03-02 13:21:49,0.0,1016.02,17.36,86.21,6605.0,12.28
13,2024-03-02 13:22:49,0.0,1016.01,17.29,87.82,6388.33,11.46
13,2024-03-02 13:23:49,0.0,1015.97,17.22,87.79,6149.17,10.79
13,2024-03-02 13:24:49,0.0,1015.99,17.09,88.39,5928.33,10.08
13,2024-03-02 13:25:49,0.0,1016.01,16.96,88.53,6034.17,10.23
13,2024-03-02 13:26:49,0.0,1015.98,16.84,88.36,6546.67,12.08
13,2024-03-02 13:27:49,0.0,1015.9,16.79,89.03,7190.0,14.36
13,2024-03-02 13:28:49,0.0,1015.84,16.76,89.02,7712.5,16.88
13,2024-03-02 13:29:49,0.0,1015.83,16.77,88.89,7879.17,17.25
13,2024-03-02 13:30:49,0.0,1015.82,16.83,89.15,7799.17,17.12
13,2024-03-02 13:31:49,0.0,1015.79,16.86,88.84,7743.33,17.12
13,2024-03-02 13:32:49,0.0,1015.82,16.9,89.17,7778.33,17.17
13,2024-03-02 13:33:49,0.0,1015.75,16.92,89.36,7936.67,18.04
13,2024-03-02 13:34:49,0.0,1015.78,16.93,89.22,8305.0,19.83
13,2024-03-02 13:35:49,0.0,1015.74,16.88,87.6,8526.67,20.94
13,2024-03-02 13:36:49,0.0,1015.75,16.97,88.84,8514.17,21.0
13,2024-03-02 13:37:49,0.0,1015.74,17.06,89.11,8296.67,20.0
13,2024-03-02 13:38:49,0.0,1015.73,17.14,89.1,8165.0,19.2
13,2024-03-02 13:39:49,0.0,1015.71,17.24,89.07,8230.0,19.95
13,2024-03-02 13:40:49,0.0,1015.76,17.36,89.21,8409.17,20.82
13,2024-03-02 13:41:49,0.0,1015.72,17.46,88.6,8939.17,23.18
13,2024-03-02 13:42:49,0.0,1015.72,17.57,88.34,10035.83,28.46
13,2024-03-02 13:43:49,0.0,1015.68,17.63,86.15,10960.0,34.27
13,2024-03-02 13:44:49,0.0,1015.62,17.7,86.39,11012.5,34.61
13,2024-03-02 13:45:49,0.0,1015.62,17.79,86.38,10995.0,35.91
13,2024-03-02 13:46:49,0.0,1015.64,17.92,86.73,11377.5,37.76
13,2024-03-02 13:47:49,0.0,1015.62,18.04,86.35,12533.33,45.0
13,2024-03-02 13:48:49,0.0,1015.57,18.08,82.8,14830.83,62.1
13,2024-03-02 13:49:49,0.0,1015.37,18.15,82.53,16776.67,80.07
13,2024-03-02 13:50:49,0.0,1015.36,18.37,82.4,18436.67,96.35
13,2024-03-02 13:51:49,0.0,1015.39,18.62,81.04,18761.67,100.05
13,2024-03-02 13:52:49,0.0,1015.46,18.93,82.65,18235.0,95.98
13,2024-03-02 13:53:49,0.0,1015.43,19.17,80.45,18780.83,102.34
13,2024-03-02 13:54:49,0.0,1015.39,19.43,77.97,21300.0,129.51
13,2024-03-02 13:55:49,0.0,1015.37,19.37,75.29,25035.0,174.75
13,2024-03-02 13:56:49,0.0,1015.32,19.67,77.44,21832.5,132.46
13,2024-03-02 13:57:49,0.0,1015.34,19.87,77.72,16965.83,81.36
13,2024-03-02 13:58:49,0.0,1015.35,19.98,78.06,14606.67,60.18
13,2024-03-02 13:59:49,0.0,1015.35,19.98,76.29,13989.17,54.26
13,2024-03-02 14:00:49,0.0,1015.35,19.85,75.21,12915.0,46.8
13,2024-03-02 14:01:49,0.0,1015.31,19.69,76.32,11313.33,36.73
13,2024-03-02 14:02:48,0.0,1015.28,19.56,74.28,10309.17,30.53
13,2024-03-02 14:03:49,0.0,1015.3,19.36,74.21,9480.0,26.03
13,2024-03-02 14:04:49,0.0,1015.27,19.18,75.84,8979.17,22.96
13,2024-03-02 14:05:48,0.0,1015.28,19.01,76.35,8930.0,22.01
13,2024-03-02 14:06:48,0.0,1015.29,18.82,75.21,8903.33,22.54
13,2024-03-02 14:07:48,0.0,1015.23,18.7,76.54,8867.5,21.87
13,2024-03-02 14:08:48,0.0,1015.23,18.66,79.36,9268.33,23.84
13,2024-03-02 14:09:49,0.0,1015.22,18.56,77.53,9821.67,26.13
13,2024-03-02 14:10:49,0.0,1015.16,18.51,79.51,9751.67,26.07
13,2024-03-02 14:11:49,0.0,1015.17,18.38,75.84,8414.17,20.24
13,2024-03-02 14:12:49,0.44,1015.18,18.19,77.84,7405.0,15.5
13,2024-03-02 14:13:49,0.0,1015.12,18.08,77.17,7793.33,17.12
13,2024-03-02 14:14:49,0.0,1015.11,17.97,76.76,8918.33,21.87
13,2024-03-02 14:15:49,0.0,1015.02,17.95,79.02,10154.17,28.21
13,2024-03-02 14:16:49,0.7,1015.01,17.96,80.08,10415.83,29.85
13,2024-03-02 14:17:49,0.0,1015.02,18.05,80.84,9045.0,23.15
13,2024-03-02 14:18:49,0.0,1015.05,18.06,80.55,7955.83,18.2
13,2024-03-02 14:19:49,0.0,1015.03,18.05,81.11,7941.67,17.96
13,2024-03-02 14:20:49,0.0,1015.06,18.02,79.38,8420.83,19.92
13,2024-03-02 14:21:49,0.78,1015.01,17.89,79.23,8782.5,21.78
13,2024-03-02 14:22:49,0.0,1014.96,17.89,80.28,9000.83,23.06
13,2024-03-02 14:23:49,0.0,1014.97,17.97,81.18,9330.0,24.86
13,2024-03-02 14:24:49,0.87,1014.98,17.84,77.78,9060.0,23.84
13,2024-03-02 14:25:49,1.22,1014.97,17.7,78.78,8190.0,19.32
13,2024-03-02 14:26:49,0.35,1015.04,17.67,79.64,7632.5,17.01
13,2024-03-02 14:27:49,0.0,1015.06,17.66,80.11,7868.33,17.2
13,2024-03-02 14:28:49,0.0,1015.07,17.68,81.38,8515.83,20.04
13,2024-03-02 14:29:49,0.0,1015.07,17.7,80.38,8582.5,20.91
13,2024-03-02 14:30:49,0.0,1015.06,17.62,80.65,8510.83,20.21
13,2024-03-02 14:31:49,0.0,1015.05,17.69,82.03,7982.5,18.01
13,2024-03-02 14:32:49,0.44,1015.04,17.62,78.65,7632.5,16.38
13,2024-03-02 14:33:49,0.17,1015.03,17.59,80.07,7549.17,16.22
13,2024-03-02 14:34:49,0.0,1015.06,17.62,80.46,7880.0,17.28
13,2024-03-02 14:35:49,0.0,1015.03,17.64,81.04,8165.83,18.95
13,2024-03-02 14:36:49,0.0,1015.0,17.75,82.49,8502.5,20.64
13,2024-03-02 14:37:49,0.0,1014.98,17.8,82.97,9102.5,23.78
13,2024-03-02 14:38:49,0.0,1014.93,17.82,81.92,9838.33,28.5
13,2024-03-02 14:39:48,0.0,1014.9,17.84,80.81,11080.0,34.56
13,2024-03-02 14:40:48,0.0,1014.9,17.77,79.42,11504.17,37.71
13,2024-03-02 14:41:48,0.0,1014.84,17.8,80.87,9989.17,29.29
13,2024-03-02 14:42:48,0.0,1014.91,17.95,82.87,8720.83,22.69
13,2024-03-02 14:43:48,0.0,1014.9,18.03,82.82,8453.33,20.77
13,2024-03-02 14:44:48,0.0,1014.9,18.09,83.02,8422.5,20.73
13,2024-03-02 14:45:49,0.0,1014.93,18.04,81.14,8100.83,19.12
13,2024-03-02 14:46:49,0.0,1014.87,17.81,79.09,7721.67,17.36
13,2024-03-02 14:47:49,0.0,1014.81,17.73,81.08,7247.5,15.47
13,2024-03-02 14:48:49,0.0,1014.85,17.66,80.54,7082.5,14.7
13,2024-03-02 14:49:49,0.0,1014.83,17.61,81.88,7243.33,15.32
13,2024-03-02 14:50:49,0.0,1014.85,17.66,83.35,7352.5,16.07
13,2024-03-02 14:51:49,0.17,1014.79,17.53,78.95,7315.0,15.78
13,2024-03-02 14:52:49,0.0,1014.77,17.34,80.97,7240.83,15.32
13,2024-03-02 14:53:49,0.0,1014.8,17.38,82.83,7449.17,16.27
13,2024-03-02 14:54:49,0.0,1014.8,17.44,83.39,7300.0,15.66
13,2024-03-02 14:55:49,0.0,1014.81,17.41,82.07,6815.0,13.97
13,2024-03-02 14:56:49,0.0,1014.85,17.39,83.14,7145.83,15.25
13,2024-03-02 14:57:49,0.0,1014.88,17.32,80.43,8336.67,19.92
13,2024-03-02 14:58:49,0.0,1014.82,17.19,79.76,9378.33,25.21
13,2024-03-02 14:59:49,0.0,1014.8,17.14,80.12,9718.33,27.85
13,2024-03-02 15:00:49,0.0,1014.78,17.1,79.68,9229.17,25.34
13,2024-03-02 15:01:49,0.0,1014.8,17.11,80.22,8807.5,23.5
13,2024-03-02 15:02:49,0.0,1014.73,17.21,81.04,9070.0,24.67
13,2024-03-02 15:03:49,0.0,1014.73,17.29,80.93,10927.5,34.23
13,2024-03-02 15:04:49,0.0,1014.67,17.48,81.81,11728.33,40.21
13,2024-03-02 15:05:49,0.0,1014.68,17.65,81.97,9237.5,25.97
13,2024-03-02 15:06:49,0.0,1014.73,17.75,80.75,6899.17,14.5
13,2024-03-02 15:07:49,0.0,1014.78,17.76,81.78,5846.67,10.47
13,2024-03-02 15:08:49,0.0,1014.83,17.7,81.83,5419.17,8.73
13,2024-03-02 15:09:49,0.0,1014.82,17.66,83.58,5372.5,8.23
13,2024-03-02 15:10:49,0.0,1014.75,17.61,84.41,5460.83,8.79
13,2024-03-02 15:11:49,0.0,1014.77,17.54,84.03,5324.17,8.27
13,2024-03-02 15:12:49,0.0,1014.74,17.48,84.25,4852.5,6.92
13,2024-03-02 15:13:49,0.0,1014.75,17.35,83.22,4080.0,4.97
13,2024-03-02 15:14:49,0.0,1014.74,17.22,83.76,3425.83,3.61
13,2024-03-02 15:15:49,0.0,1014.77,17.11,85.05,3197.5,3.15
13,2024-03-02 15:16:49,0.0,1014.82,17.03,85.85,3165.0,3.15
13,2024-03-02 15:17:49,0.0,1014.78,16.94,85.63,3294.17,3.19
13,2024-03-02 15:18:49,0.0,1014.77,16.87,86.19,3520.83,3.71
13,2024-03-02 15:19:49,0.0,1014.75,16.82,86.82,3640.83,4.0
13,2024-03-02 15:20:49,0.0,1014.7,16.78,87.3,3950.83,4.49
13,2024-03-02 15:21:49,0.0,1014.64,16.78,87.81,4391.67,5.52
13,2024-03-02 15:22:49,0.0,1014.56,16.75,86.97,4432.5,5.79
13,2024-03-02 15:23:49,0.0,1014.6,16.75,87.12,4155.0,5.0
13,2024-03-02 15:24:49,0.0,1014.62,16.76,87.35,4078.33,4.93
13,2024-03-02 15:25:49,0.0,1014.69,16.68,83.96,4294.17,5.41
13,2024-03-02 15:26:49,0.0,1014.73,16.67,84.46,4237.5,5.29
13,2024-03-02 15:27:49,0.0,1014.77,16.7,86.79,3960.83,4.56
13,2024-03-02 15:28:49,0.0,1014.79,16.68,87.44,3787.5,4.12
13,2024-03-02 15:29:49,0.0,1014.77,16.67,87.8,3770.0,4.1
13,2024-03-02 15:30:49,0.0,1014.77,16.67,88.31,3971.67,4.56
13,2024-03-02 15:31:49,0.0,1014.73,16.69,88.54,3992.5,4.82
13,2024-03-02 15:32:49,0.0,1014.71,16.64,86.88,3872.5,4.48
13,2024-03-02 15:33:49,0.0,1014.74,16.62,86.79,3855.0,4.44
13,2024-03-02 15:34:49,0.0,1014.72,16.6,87.45,3740.0,4.1
13,2024-03-02 15:35:49,0.0,1014.75,16.45,83.55,3655.0,4.06
13,2024-03-02 15:36:49,0.0,1014.78,16.35,83.89,3653.33,3.98
13,2024-03-02 15:37:49,0.0,1014.74,16.31,85.69,3633.33,4.08
13,2024-03-02 15:38:49,0.0,1014.67,16.26,86.05,3427.5,3.61
13,2024-03-02 15:39:49,0.0,1014.67,16.26,86.6,3322.5,3.52
13,2024-03-02 15:40:48,0.0,1014.69,16.21,85.52,3540.0,3.86
13,2024-03-02 15:41:48,0.0,1014.69,16.21,86.16,3842.5,4.48
13,2024-03-02 15:42:48,0.0,1014.74,16.2,86.17,4005.83,4.82
13,2024-03-02 15:43:48,0.0,1014.76,16.19,86.77,3889.17,4.48
13,2024-03-02 15:44:48,0.0,1014.83,16.18,86.94,3625.83,4.0
13,2024-03-02 15:45:48,0.0,1014.9,16.18,87.56,3307.5,3.3
13,2024-03-02 15:46:49,0.0,1014.83,16.19,88.19,3067.5,2.91
13,2024-03-02 15:47:49,0.0,1014.86,16.19,88.67,3040.0,2.91
13,2024-03-02 15:48:48,0.0,1014.8,16.2,89.08,3143.33,3.17
13,2024-03-02 15:49:48,0.0,1014.75,16.21,89.26,3305.83,3.33
13,2024-03-02 15:50:48,0.0,1014.64,16.22,88.81,3476.67,3.72
13,2024-03-02 15:51:48,0.0,1014.63,16.25,88.52,3628.33,4.08
13,2024-03-02 15:52:48,0.0,1014.65,16.26,87.4,3853.33,4.48
13,2024-03-02 15:53:49,0.0,1014.58,16.29,87.99,3891.67,4.52
13,2024-03-02 15:54:49,0.0,1014.61,16.32,88.15,3735.0,4.14
13,2024-03-02 15:55:49,0.0,1014.59,16.37,88.59,3503.33,3.94
13,2024-03-02 15:56:49,0.0,1014.61,16.43,89.14,3382.5,3.59
13,2024-03-02 15:57:49,0.0,1014.56,16.49,89.67,3633.33,4.28
13,2024-03-02 15:58:49,0.0,1014.52,16.53,89.91,3863.33,4.82
13,2024-03-02 15:59:49,0.0,1014.45,16.55,89.44,3969.17,4.91
13,2024-03-02 16:00:49,0.0,1014.49,16.55,88.11,4029.17,4.93
13,2024-03-02 16:01:49,0.0,1014.53,16.55,87.51,3735.0,4.18
13,2024-03-02 16:02:49,0.0,1014.62,16.5,86.56,3379.17,3.63
13,2024-03-02 16:03:49,0.0,1014.62,16.46,86.43,3170.83,3.24
13,2024-03-02 16:04:49,0.0,1014.64,16.44,87.26,3092.5,2.94
13,2024-03-02 16:05:49,0.0,1014.64,16.44,88.12,3052.5,2.89
13,2024-03-02 16:06:49,0.0,1014.66,16.42,88.46,2921.67,2.72
