答案,DayOfYear,MinutesSinceStartOfDay,LocationCode
,163.0,760.0,6.0
,163.0,770.0,6.0
,163.0,780.0,6.0
,163.0,790.0,6.0
,163.0,800.0,6.0
,163.0,810.0,6.0
,163.0,820.0,6.0
,163.0,830.0,6.0
,163.0,840.0,6.0
,163.0,850.0,6.0
,163.0,860.0,6.0
,163.0,870.0,6.0
,163.0,880.0,6.0
,163.0,890.0,6.0
,163.0,900.0,6.0
,163.0,910.0,6.0
,163.0,920.0,6.0
,163.0,930.0,6.0
,163.0,940.0,6.0
,163.0,950.0,6.0
,163.0,960.0,6.0
,163.0,970.0,6.0
,163.0,980.0,6.0
,163.0,990.0,6.0
,163.0,1000.0,6.0
,171.0,550.0,6.0
,171.0,560.0,6.0
,171.0,570.0,6.0
,171.0,580.0,6.0
,171.0,590.0,6.0
,171.0,600.0,6.0
,171.0,610.0,6.0
,171.0,620.0,6.0
,171.0,630.0,6.0
,171.0,640.0,6.0
,171.0,650.0,6.0
,171.0,660.0,6.0
,171.0,670.0,6.0
,171.0,680.0,6.0
,171.0,690.0,6.0
,171.0,700.0,6.0
,171.0,710.0,6.0
,171.0,720.0,6.0
,171.0,730.0,6.0
,171.0,740.0,6.0
,171.0,750.0,6.0
,171.0,760.0,6.0
,171.0,770.0,6.0
,171.0,780.0,6.0
,171.0,790.0,6.0
,171.0,800.0,6.0
,171.0,810.0,6.0
,171.0,820.0,6.0
,171.0,830.0,6.0
,171.0,840.0,6.0
,171.0,850.0,6.0
,171.0,860.0,6.0
,171.0,870.0,6.0
,171.0,880.0,6.0
,171.0,890.0,6.0
,171.0,900.0,6.0
,171.0,910.0,6.0
,171.0,920.0,6.0
,171.0,930.0,6.0
,171.0,940.0,6.0
,171.0,950.0,6.0
,171.0,960.0,6.0
,171.0,970.0,6.0
,171.0,980.0,6.0
,171.0,990.0,6.0
,171.0,1000.0,6.0
,171.0,1010.0,6.0
,175.0,550.0,6.0
,175.0,560.0,6.0
,175.0,570.0,6.0
,175.0,580.0,6.0
,175.0,590.0,6.0
,175.0,600.0,6.0
,175.0,610.0,6.0
,175.0,620.0,6.0
,175.0,630.0,6.0
,175.0,640.0,6.0
,175.0,650.0,6.0
,175.0,660.0,6.0
,175.0,670.0,6.0
,175.0,680.0,6.0
,175.0,690.0,6.0
,175.0,700.0,6.0
,175.0,710.0,6.0
,175.0,720.0,6.0
,175.0,730.0,6.0
,175.0,740.0,6.0
,175.0,750.0,6.0
,175.0,760.0,6.0
,175.0,770.0,6.0
,175.0,780.0,6.0
,175.0,790.0,6.0
,175.0,800.0,6.0
,175.0,810.0,6.0
,175.0,820.0,6.0
,175.0,830.0,6.0
,175.0,840.0,6.0
,175.0,850.0,6.0
,175.0,860.0,6.0
,175.0,870.0,6.0
,175.0,880.0,6.0
,175.0,890.0,6.0
,175.0,900.0,6.0
,175.0,910.0,6.0
,175.0,920.0,6.0
,175.0,930.0,6.0
,175.0,940.0,6.0
,175.0,950.0,6.0
,175.0,960.0,6.0
,175.0,970.0,6.0
,175.0,980.0,6.0
,175.0,990.0,6.0
,175.0,1000.0,6.0
,175.0,1010.0,6.0
,179.0,560.0,6.0
,179.0,570.0,6.0
,179.0,580.0,6.0
,179.0,590.0,6.0
,179.0,600.0,6.0
,179.0,610.0,6.0
,179.0,620.0,6.0
,179.0,630.0,6.0
,179.0,640.0,6.0
,179.0,650.0,6.0
,179.0,660.0,6.0
,179.0,670.0,6.0
,179.0,680.0,6.0
,179.0,690.0,6.0
,179.0,700.0,6.0
,179.0,710.0,6.0
,179.0,720.0,6.0
,179.0,730.0,6.0
,179.0,740.0,6.0
,179.0,750.0,6.0
,179.0,760.0,6.0
,179.0,770.0,6.0
,179.0,780.0,6.0
,179.0,790.0,6.0
,179.0,800.0,6.0
,179.0,810.0,6.0
,179.0,820.0,6.0
,179.0,830.0,6.0
,179.0,840.0,6.0
,179.0,850.0,6.0
,179.0,860.0,6.0
,179.0,870.0,6.0
,179.0,880.0,6.0
,179.0,890.0,6.0
,179.0,900.0,6.0
,179.0,910.0,6.0
,179.0,920.0,6.0
,179.0,930.0,6.0
,179.0,940.0,6.0
,179.0,950.0,6.0
,179.0,960.0,6.0
,179.0,970.0,6.0
,179.0,980.0,6.0
,179.0,990.0,6.0
,179.0,1000.0,6.0
,180.0,550.0,6.0
,180.0,560.0,6.0
,180.0,570.0,6.0
,180.0,580.0,6.0
,180.0,590.0,6.0
,180.0,600.0,6.0
,180.0,610.0,6.0
,180.0,620.0,6.0
,180.0,630.0,6.0
,180.0,640.0,6.0
,180.0,650.0,6.0
,180.0,660.0,6.0
,180.0,670.0,6.0
,180.0,680.0,6.0
,180.0,690.0,6.0
,180.0,700.0,6.0
,180.0,710.0,6.0
,180.0,720.0,6.0
,180.0,730.0,6.0
,180.0,740.0,6.0
,180.0,750.0,6.0
,180.0,760.0,6.0
,180.0,770.0,6.0
,180.0,780.0,6.0
,180.0,790.0,6.0
,180.0,800.0,6.0
,180.0,810.0,6.0
,180.0,820.0,6.0
,180.0,830.0,6.0
,180.0,840.0,6.0
,180.0,850.0,6.0
,180.0,860.0,6.0
,180.0,870.0,6.0
,180.0,880.0,6.0
,180.0,890.0,6.0
,180.0,900.0,6.0
,180.0,910.0,6.0
,180.0,920.0,6.0
,180.0,930.0,6.0
,180.0,940.0,6.0
,180.0,950.0,6.0
,180.0,960.0,6.0
,180.0,970.0,6.0
,180.0,980.0,6.0
,180.0,990.0,6.0
,180.0,1000.0,6.0
,180.0,1010.0,6.0
,192.0,550.0,6.0
,192.0,560.0,6.0
,192.0,570.0,6.0
,192.0,580.0,6.0
,192.0,590.0,6.0
,192.0,600.0,6.0
,192.0,610.0,6.0
,192.0,620.0,6.0
,192.0,630.0,6.0
,192.0,640.0,6.0
,192.0,650.0,6.0
,192.0,660.0,6.0
,192.0,670.0,6.0
,192.0,680.0,6.0
,192.0,690.0,6.0
,192.0,700.0,6.0
,192.0,710.0,6.0
,192.0,720.0,6.0
,192.0,730.0,6.0
,192.0,740.0,6.0
,192.0,750.0,6.0
,192.0,760.0,6.0
,192.0,770.0,6.0
,192.0,780.0,6.0
,192.0,790.0,6.0
,192.0,800.0,6.0
,192.0,810.0,6.0
,192.0,820.0,6.0
,192.0,830.0,6.0
,192.0,840.0,6.0
,192.0,850.0,6.0
,192.0,860.0,6.0
,192.0,870.0,6.0
,192.0,880.0,6.0
,192.0,890.0,6.0
,192.0,900.0,6.0
,192.0,910.0,6.0
,192.0,920.0,6.0
,192.0,930.0,6.0
,192.0,940.0,6.0
,192.0,950.0,6.0
,192.0,960.0,6.0
,192.0,970.0,6.0
,192.0,980.0,6.0
,192.0,990.0,6.0
,192.0,1000.0,6.0
,192.0,1010.0,6.0
,194.0,550.0,6.0
,194.0,560.0,6.0
,194.0,570.0,6.0
,194.0,580.0,6.0
,194.0,590.0,6.0
,194.0,600.0,6.0
,194.0,610.0,6.0
,194.0,620.0,6.0
,194.0,630.0,6.0
,194.0,640.0,6.0
,194.0,650.0,6.0
,194.0,660.0,6.0
,194.0,670.0,6.0
,194.0,680.0,6.0
,194.0,690.0,6.0
,194.0,700.0,6.0
,194.0,710.0,6.0
,194.0,720.0,6.0
,194.0,730.0,6.0
,194.0,740.0,6.0
,194.0,750.0,6.0
,194.0,760.0,6.0
,194.0,770.0,6.0
,194.0,780.0,6.0
,194.0,790.0,6.0
,194.0,800.0,6.0
,194.0,810.0,6.0
,194.0,820.0,6.0
,194.0,830.0,6.0
,194.0,840.0,6.0
,194.0,850.0,6.0
,194.0,860.0,6.0
,194.0,870.0,6.0
,194.0,880.0,6.0
,194.0,890.0,6.0
,194.0,900.0,6.0
,194.0,910.0,6.0
,194.0,920.0,6.0
,194.0,930.0,6.0
,194.0,940.0,6.0
,194.0,950.0,6.0
,194.0,960.0,6.0
,194.0,970.0,6.0
,194.0,980.0,6.0
,194.0,990.0,6.0
,194.0,1000.0,6.0
,194.0,1010.0,6.0
,195.0,550.0,6.0
,195.0,560.0,6.0
,195.0,570.0,6.0
,195.0,580.0,6.0
,195.0,590.0,6.0
,195.0,600.0,6.0
,195.0,610.0,6.0
,195.0,620.0,6.0
,195.0,630.0,6.0
,195.0,640.0,6.0
,195.0,650.0,6.0
,195.0,660.0,6.0
,195.0,670.0,6.0
,195.0,680.0,6.0
,195.0,690.0,6.0
,195.0,700.0,6.0
,195.0,710.0,6.0
,195.0,720.0,6.0
,195.0,730.0,6.0
,195.0,740.0,6.0
,195.0,750.0,6.0
,195.0,760.0,6.0
,195.0,770.0,6.0
,195.0,780.0,6.0
,195.0,790.0,6.0
,195.0,800.0,6.0
,195.0,810.0,6.0
,195.0,820.0,6.0
,195.0,830.0,6.0
,195.0,840.0,6.0
,195.0,850.0,6.0
,195.0,860.0,6.0
,195.0,870.0,6.0
,195.0,880.0,6.0
,195.0,890.0,6.0
,195.0,900.0,6.0
,195.0,910.0,6.0
,195.0,920.0,6.0
,195.0,930.0,6.0
,195.0,940.0,6.0
,195.0,950.0,6.0
,195.0,960.0,6.0
,195.0,970.0,6.0
,195.0,980.0,6.0
,195.0,990.0,6.0
,195.0,1000.0,6.0
,195.0,1010.0,6.0
,141.0,550.0,7.0
,141.0,560.0,7.0
,141.0,570.0,7.0
,141.0,580.0,7.0
,141.0,590.0,7.0
,141.0,600.0,7.0
,141.0,610.0,7.0
,141.0,620.0,7.0
,141.0,630.0,7.0
,141.0,640.0,7.0
,141.0,650.0,7.0
,141.0,660.0,7.0
,141.0,670.0,7.0
,141.0,680.0,7.0
,141.0,690.0,7.0
,141.0,700.0,7.0
,141.0,710.0,7.0
,141.0,720.0,7.0
,141.0,730.0,7.0
,141.0,740.0,7.0
,141.0,750.0,7.0
,141.0,760.0,7.0
,141.0,770.0,7.0
,141.0,780.0,7.0
,141.0,790.0,7.0
,141.0,800.0,7.0
,141.0,810.0,7.0
,141.0,820.0,7.0
,141.0,830.0,7.0
,141.0,840.0,7.0
,141.0,850.0,7.0
,141.0,860.0,7.0
,141.0,870.0,7.0
,141.0,880.0,7.0
,141.0,890.0,7.0
,141.0,900.0,7.0
,141.0,910.0,7.0
,141.0,920.0,7.0
,141.0,930.0,7.0
,141.0,940.0,7.0
,141.0,950.0,7.0
,141.0,960.0,7.0
,141.0,970.0,7.0
,141.0,980.0,7.0
,141.0,990.0,7.0
,141.0,1000.0,7.0
,141.0,1010.0,7.0
,142.0,560.0,7.0
,142.0,570.0,7.0
,142.0,580.0,7.0
,142.0,590.0,7.0
,142.0,600.0,7.0
,142.0,610.0,7.0
,142.0,620.0,7.0
,142.0,630.0,7.0
,142.0,640.0,7.0
,142.0,650.0,7.0
,142.0,660.0,7.0
,142.0,670.0,7.0
,142.0,680.0,7.0
,142.0,690.0,7.0
,142.0,700.0,7.0
,142.0,710.0,7.0
,142.0,720.0,7.0
,142.0,730.0,7.0
,142.0,740.0,7.0
,142.0,750.0,7.0
,142.0,760.0,7.0
,142.0,770.0,7.0
,142.0,780.0,7.0
,142.0,790.0,7.0
,142.0,800.0,7.0
,142.0,810.0,7.0
,142.0,820.0,7.0
,142.0,830.0,7.0
,142.0,840.0,7.0
,142.0,850.0,7.0
,142.0,860.0,7.0
,142.0,870.0,7.0
,142.0,880.0,7.0
,142.0,890.0,7.0
,142.0,900.0,7.0
,142.0,910.0,7.0
,142.0,920.0,7.0
,142.0,930.0,7.0
,142.0,940.0,7.0
,142.0,950.0,7.0
,142.0,960.0,7.0
,142.0,970.0,7.0
,142.0,980.0,7.0
,142.0,990.0,7.0
,142.0,1000.0,7.0
,148.0,550.0,7.0
,148.0,560.0,7.0
,148.0,570.0,7.0
,148.0,580.0,7.0
,148.0,590.0,7.0
,148.0,600.0,7.0
,148.0,610.0,7.0
,148.0,620.0,7.0
,148.0,630.0,7.0
,148.0,640.0,7.0
,148.0,650.0,7.0
,148.0,660.0,7.0
,148.0,670.0,7.0
,148.0,680.0,7.0
,148.0,690.0,7.0
,148.0,700.0,7.0
,148.0,710.0,7.0
,148.0,720.0,7.0
,148.0,730.0,7.0
,148.0,740.0,7.0
,148.0,750.0,7.0
,148.0,760.0,7.0
,148.0,770.0,7.0
,148.0,780.0,7.0
,148.0,790.0,7.0
,148.0,800.0,7.0
,148.0,810.0,7.0
,148.0,820.0,7.0
,148.0,830.0,7.0
,148.0,840.0,7.0
,148.0,850.0,7.0
,148.0,860.0,7.0
,148.0,870.0,7.0
,148.0,880.0,7.0
,148.0,890.0,7.0
,148.0,900.0,7.0
,148.0,910.0,7.0
,148.0,920.0,7.0
,148.0,930.0,7.0
,148.0,940.0,7.0
,148.0,950.0,7.0
,148.0,960.0,7.0
,148.0,970.0,7.0
,148.0,980.0,7.0
,148.0,990.0,7.0
,148.0,1000.0,7.0
,148.0,1010.0,7.0
,151.0,550.0,7.0
,151.0,560.0,7.0
,151.0,570.0,7.0
,151.0,580.0,7.0
,151.0,590.0,7.0
,151.0,600.0,7.0
,151.0,610.0,7.0
,151.0,620.0,7.0
,151.0,630.0,7.0
,151.0,640.0,7.0
,151.0,650.0,7.0
,151.0,660.0,7.0
,151.0,670.0,7.0
,151.0,680.0,7.0
,151.0,690.0,7.0
,151.0,700.0,7.0
,151.0,710.0,7.0
,151.0,720.0,7.0
,151.0,730.0,7.0
,151.0,740.0,7.0
,151.0,750.0,7.0
,151.0,760.0,7.0
,151.0,770.0,7.0
,151.0,780.0,7.0
,151.0,790.0,7.0
,151.0,800.0,7.0
,151.0,810.0,7.0
,151.0,820.0,7.0
,151.0,830.0,7.0
,151.0,840.0,7.0
,151.0,850.0,7.0
,151.0,860.0,7.0
,151.0,870.0,7.0
,151.0,880.0,7.0
,151.0,890.0,7.0
,151.0,900.0,7.0
,151.0,910.0,7.0
,151.0,920.0,7.0
,151.0,930.0,7.0
,151.0,940.0,7.0
,151.0,950.0,7.0
,151.0,960.0,7.0
,151.0,970.0,7.0
,151.0,980.0,7.0
,151.0,990.0,7.0
,151.0,1000.0,7.0
,151.0,1010.0,7.0
,158.0,550.0,7.0
,158.0,560.0,7.0
,158.0,570.0,7.0
,158.0,580.0,7.0
,158.0,590.0,7.0
,158.0,600.0,7.0
,158.0,610.0,7.0
,158.0,620.0,7.0
,158.0,630.0,7.0
,158.0,640.0,7.0
,158.0,650.0,7.0
,158.0,660.0,7.0
,158.0,670.0,7.0
,158.0,680.0,7.0
,158.0,690.0,7.0
,158.0,700.0,7.0
,158.0,710.0,7.0
,158.0,720.0,7.0
,158.0,730.0,7.0
,158.0,740.0,7.0
,158.0,750.0,7.0
,158.0,760.0,7.0
,158.0,770.0,7.0
,158.0,780.0,7.0
,158.0,790.0,7.0
,158.0,800.0,7.0
,158.0,810.0,7.0
,158.0,820.0,7.0
,158.0,830.0,7.0
,158.0,840.0,7.0
,158.0,850.0,7.0
,158.0,860.0,7.0
,158.0,870.0,7.0
,158.0,880.0,7.0
,158.0,890.0,7.0
,158.0,900.0,7.0
,158.0,910.0,7.0
,158.0,920.0,7.0
,158.0,930.0,7.0
,158.0,940.0,7.0
,158.0,950.0,7.0
,158.0,960.0,7.0
,158.0,970.0,7.0
,158.0,980.0,7.0
,158.0,990.0,7.0
,158.0,1000.0,7.0
,158.0,1010.0,7.0
,171.0,550.0,7.0
,171.0,560.0,7.0
,171.0,570.0,7.0
,171.0,580.0,7.0
,171.0,590.0,7.0
,171.0,600.0,7.0
,171.0,610.0,7.0
,171.0,620.0,7.0
,171.0,630.0,7.0
,171.0,640.0,7.0
,171.0,650.0,7.0
,171.0,660.0,7.0
,171.0,670.0,7.0
,171.0,680.0,7.0
,171.0,690.0,7.0
,171.0,700.0,7.0
,171.0,710.0,7.0
,171.0,720.0,7.0
,171.0,730.0,7.0
,171.0,740.0,7.0
,171.0,750.0,7.0
,171.0,760.0,7.0
,171.0,770.0,7.0
,171.0,780.0,7.0
,171.0,790.0,7.0
,171.0,800.0,7.0
,171.0,810.0,7.0
,171.0,820.0,7.0
,171.0,830.0,7.0
,171.0,840.0,7.0
,171.0,850.0,7.0
,171.0,860.0,7.0
,171.0,870.0,7.0
,171.0,880.0,7.0
,171.0,890.0,7.0
,171.0,900.0,7.0
,171.0,910.0,7.0
,171.0,920.0,7.0
,171.0,930.0,7.0
,171.0,940.0,7.0
,171.0,950.0,7.0
,171.0,960.0,7.0
,171.0,970.0,7.0
,171.0,980.0,7.0
,171.0,990.0,7.0
,171.0,1000.0,7.0
,171.0,1010.0,7.0
,186.0,550.0,7.0
,186.0,560.0,7.0
,186.0,570.0,7.0
,186.0,580.0,7.0
,186.0,590.0,7.0
,186.0,600.0,7.0
,186.0,610.0,7.0
,186.0,620.0,7.0
,186.0,630.0,7.0
,186.0,640.0,7.0
,186.0,650.0,7.0
,186.0,660.0,7.0
,186.0,670.0,7.0
,186.0,680.0,7.0
,186.0,690.0,7.0
,186.0,700.0,7.0
,186.0,710.0,7.0
,186.0,720.0,7.0
,186.0,730.0,7.0
,186.0,740.0,7.0
,186.0,750.0,7.0
,186.0,760.0,7.0
,186.0,770.0,7.0
,186.0,780.0,7.0
,186.0,790.0,7.0
,186.0,800.0,7.0
,186.0,810.0,7.0
,186.0,820.0,7.0
,186.0,830.0,7.0
,186.0,840.0,7.0
,186.0,850.0,7.0
,186.0,860.0,7.0
,186.0,870.0,7.0
,186.0,880.0,7.0
,186.0,890.0,7.0
,186.0,900.0,7.0
,186.0,910.0,7.0
,186.0,920.0,7.0
,186.0,930.0,7.0
,186.0,940.0,7.0
,186.0,950.0,7.0
,186.0,960.0,7.0
,186.0,970.0,7.0
,186.0,980.0,7.0
,186.0,990.0,7.0
,186.0,1000.0,7.0
,186.0,1010.0,7.0
,187.0,550.0,7.0
,187.0,560.0,7.0
,187.0,570.0,7.0
,187.0,580.0,7.0
,187.0,590.0,7.0
,187.0,600.0,7.0
,187.0,610.0,7.0
,187.0,620.0,7.0
,187.0,630.0,7.0
,187.0,640.0,7.0
,187.0,650.0,7.0
,187.0,660.0,7.0
,187.0,670.0,7.0
,187.0,680.0,7.0
,187.0,690.0,7.0
,187.0,700.0,7.0
,187.0,710.0,7.0
,187.0,720.0,7.0
,187.0,730.0,7.0
,187.0,740.0,7.0
,187.0,750.0,7.0
,187.0,760.0,7.0
,187.0,770.0,7.0
,187.0,780.0,7.0
,187.0,790.0,7.0
,187.0,800.0,7.0
,187.0,810.0,7.0
,187.0,820.0,7.0
,187.0,830.0,7.0
,187.0,840.0,7.0
,187.0,850.0,7.0
,187.0,860.0,7.0
,187.0,870.0,7.0
,187.0,880.0,7.0
,187.0,890.0,7.0
,187.0,900.0,7.0
,187.0,910.0,7.0
,187.0,920.0,7.0
,187.0,930.0,7.0
,187.0,940.0,7.0
,187.0,950.0,7.0
,187.0,960.0,7.0
,187.0,970.0,7.0
,187.0,980.0,7.0
,187.0,990.0,7.0
,187.0,1000.0,7.0
,187.0,1010.0,7.0
,189.0,550.0,7.0
,189.0,560.0,7.0
,189.0,570.0,7.0
,189.0,580.0,7.0
,189.0,590.0,7.0
,189.0,600.0,7.0
,189.0,610.0,7.0
,189.0,620.0,7.0
,189.0,630.0,7.0
,189.0,640.0,7.0
,189.0,650.0,7.0
,189.0,660.0,7.0
,189.0,670.0,7.0
,189.0,680.0,7.0
,189.0,690.0,7.0
,189.0,700.0,7.0
,189.0,710.0,7.0
,189.0,720.0,7.0
,189.0,730.0,7.0
,189.0,740.0,7.0
,189.0,750.0,7.0
,189.0,760.0,7.0
,189.0,770.0,7.0
,189.0,780.0,7.0
,189.0,790.0,7.0
,189.0,800.0,7.0
,189.0,810.0,7.0
,189.0,820.0,7.0
,189.0,830.0,7.0
,189.0,840.0,7.0
,189.0,850.0,7.0
,189.0,860.0,7.0
,189.0,870.0,7.0
,189.0,880.0,7.0
,189.0,890.0,7.0
,189.0,900.0,7.0
,189.0,910.0,7.0
,189.0,920.0,7.0
,189.0,930.0,7.0
,189.0,940.0,7.0
,189.0,950.0,7.0
,189.0,960.0,7.0
,189.0,970.0,7.0
,189.0,980.0,7.0
,189.0,990.0,7.0
,189.0,1000.0,7.0
,189.0,1010.0,7.0
,193.0,550.0,7.0
,193.0,560.0,7.0
,193.0,570.0,7.0
,193.0,580.0,7.0
,193.0,590.0,7.0
,193.0,600.0,7.0
,193.0,610.0,7.0
,193.0,620.0,7.0
,193.0,630.0,7.0
,193.0,640.0,7.0
,193.0,650.0,7.0
,193.0,660.0,7.0
,193.0,670.0,7.0
,193.0,680.0,7.0
,193.0,690.0,7.0
,193.0,700.0,7.0
,193.0,710.0,7.0
,193.0,720.0,7.0
,193.0,730.0,7.0
,193.0,740.0,7.0
,193.0,750.0,7.0
,193.0,760.0,7.0
,193.0,770.0,7.0
,193.0,780.0,7.0
,193.0,790.0,7.0
,193.0,800.0,7.0
,193.0,810.0,7.0
,193.0,820.0,7.0
,193.0,830.0,7.0
,193.0,840.0,7.0
,193.0,850.0,7.0
,193.0,860.0,7.0
,193.0,870.0,7.0
,193.0,880.0,7.0
,193.0,890.0,7.0
,193.0,900.0,7.0
,193.0,910.0,7.0
,193.0,920.0,7.0
,193.0,930.0,7.0
,193.0,940.0,7.0
,193.0,950.0,7.0
,193.0,960.0,7.0
,193.0,970.0,7.0
,193.0,980.0,7.0
,193.0,990.0,7.0
,193.0,1000.0,7.0
,193.0,1010.0,7.0
,200.0,550.0,7.0
,200.0,560.0,7.0
,200.0,570.0,7.0
,200.0,580.0,7.0
,200.0,590.0,7.0
,200.0,600.0,7.0
,200.0,610.0,7.0
,200.0,620.0,7.0
,200.0,630.0,7.0
,200.0,640.0,7.0
,200.0,650.0,7.0
,200.0,660.0,7.0
,200.0,670.0,7.0
,200.0,680.0,7.0
,200.0,690.0,7.0
,200.0,700.0,7.0
,200.0,710.0,7.0
,200.0,720.0,7.0
,200.0,730.0,7.0
,200.0,740.0,7.0
,200.0,750.0,7.0
,200.0,760.0,7.0
,200.0,770.0,7.0
,200.0,780.0,7.0
,200.0,790.0,7.0
,200.0,800.0,7.0
,200.0,810.0,7.0
,200.0,820.0,7.0
,200.0,830.0,7.0
,200.0,840.0,7.0
,200.0,850.0,7.0
,200.0,860.0,7.0
,200.0,870.0,7.0
,200.0,880.0,7.0
,200.0,890.0,7.0
,200.0,900.0,7.0
,200.0,910.0,7.0
,200.0,920.0,7.0
,200.0,930.0,7.0
,200.0,940.0,7.0
,200.0,950.0,7.0
,200.0,960.0,7.0
,200.0,970.0,7.0
,200.0,980.0,7.0
,200.0,990.0,7.0
,200.0,1000.0,7.0
,200.0,1010.0,7.0
,203.0,550.0,7.0
,203.0,560.0,7.0
,203.0,570.0,7.0
,203.0,580.0,7.0
,203.0,590.0,7.0
,203.0,600.0,7.0
,203.0,610.0,7.0
,203.0,620.0,7.0
,203.0,630.0,7.0
,203.0,640.0,7.0
,203.0,650.0,7.0
,203.0,660.0,7.0
,203.0,670.0,7.0
,203.0,680.0,7.0
,203.0,690.0,7.0
,203.0,700.0,7.0
,203.0,710.0,7.0
,203.0,720.0,7.0
,203.0,730.0,7.0
,203.0,740.0,7.0
,203.0,750.0,7.0
,203.0,760.0,7.0
,203.0,770.0,7.0
,203.0,780.0,7.0
,203.0,790.0,7.0
,203.0,800.0,7.0
,203.0,810.0,7.0
,203.0,820.0,7.0
,203.0,830.0,7.0
,203.0,840.0,7.0
,203.0,850.0,7.0
,203.0,860.0,7.0
,203.0,870.0,7.0
,203.0,880.0,7.0
,203.0,890.0,7.0
,203.0,900.0,7.0
,203.0,910.0,7.0
,203.0,920.0,7.0
,203.0,930.0,7.0
,203.0,940.0,7.0
,203.0,950.0,7.0
,203.0,960.0,7.0
,203.0,970.0,7.0
,203.0,980.0,7.0
,203.0,990.0,7.0
,203.0,1000.0,7.0
,16.0,570.0,8.0
,16.0,580.0,8.0
,16.0,590.0,8.0
,16.0,600.0,8.0
,16.0,610.0,8.0
,16.0,620.0,8.0
,16.0,630.0,8.0
,16.0,640.0,8.0
,16.0,650.0,8.0
,16.0,660.0,8.0
,16.0,670.0,8.0
,16.0,680.0,8.0
,16.0,690.0,8.0
,16.0,700.0,8.0
,16.0,710.0,8.0
,16.0,720.0,8.0
,16.0,730.0,8.0
,16.0,740.0,8.0
,16.0,750.0,8.0
,16.0,760.0,8.0
,16.0,770.0,8.0
,16.0,780.0,8.0
,16.0,790.0,8.0
,16.0,800.0,8.0
,16.0,810.0,8.0
,16.0,820.0,8.0
,16.0,830.0,8.0
,16.0,840.0,8.0
,16.0,850.0,8.0
,16.0,860.0,8.0
,16.0,870.0,8.0
,16.0,880.0,8.0
,16.0,890.0,8.0
,16.0,900.0,8.0
,16.0,910.0,8.0
,16.0,920.0,8.0
,16.0,930.0,8.0
,16.0,940.0,8.0
,16.0,950.0,8.0
,16.0,960.0,8.0
,16.0,970.0,8.0
,16.0,980.0,8.0
,16.0,990.0,8.0
,38.0,560.0,8.0
,38.0,570.0,8.0
,38.0,580.0,8.0
,38.0,590.0,8.0
,38.0,600.0,8.0
,38.0,610.0,8.0
,38.0,620.0,8.0
,38.0,630.0,8.0
,38.0,640.0,8.0
,38.0,650.0,8.0
,38.0,660.0,8.0
,38.0,670.0,8.0
,38.0,680.0,8.0
,38.0,690.0,8.0
,38.0,700.0,8.0
,38.0,710.0,8.0
,38.0,720.0,8.0
,38.0,730.0,8.0
,38.0,740.0,8.0
,38.0,750.0,8.0
,38.0,760.0,8.0
,38.0,770.0,8.0
,38.0,780.0,8.0
,38.0,790.0,8.0
,38.0,800.0,8.0
,38.0,810.0,8.0
,38.0,820.0,8.0
,38.0,830.0,8.0
,38.0,840.0,8.0
,38.0,850.0,8.0
,38.0,860.0,8.0
,38.0,870.0,8.0
,38.0,880.0,8.0
,38.0,890.0,8.0
,38.0,900.0,8.0
,38.0,910.0,8.0
,38.0,920.0,8.0
,38.0,930.0,8.0
,38.0,940.0,8.0
,38.0,950.0,8.0
,38.0,960.0,8.0
,38.0,970.0,8.0
,38.0,980.0,8.0
,38.0,990.0,8.0
,41.0,560.0,8.0
,41.0,570.0,8.0
,41.0,580.0,8.0
,41.0,590.0,8.0
,41.0,600.0,8.0
,41.0,610.0,8.0
,41.0,620.0,8.0
,41.0,630.0,8.0
,41.0,640.0,8.0
,41.0,650.0,8.0
,41.0,660.0,8.0
,41.0,670.0,8.0
,41.0,680.0,8.0
,41.0,690.0,8.0
,41.0,700.0,8.0
,41.0,710.0,8.0
,41.0,720.0,8.0
,41.0,730.0,8.0
,41.0,740.0,8.0
,41.0,750.0,8.0
,41.0,760.0,8.0
,41.0,770.0,8.0
,41.0,780.0,8.0
,41.0,790.0,8.0
,41.0,800.0,8.0
,41.0,810.0,8.0
,41.0,820.0,8.0
,41.0,830.0,8.0
,41.0,840.0,8.0
,41.0,850.0,8.0
,41.0,860.0,8.0
,41.0,870.0,8.0
,41.0,880.0,8.0
,41.0,890.0,8.0
,41.0,900.0,8.0
,41.0,910.0,8.0
,41.0,920.0,8.0
,41.0,930.0,8.0
,41.0,940.0,8.0
,41.0,950.0,8.0
,41.0,960.0,8.0
,41.0,970.0,8.0
,41.0,980.0,8.0
,41.0,990.0,8.0
,41.0,1000.0,8.0
,48.0,560.0,8.0
,48.0,570.0,8.0
,48.0,580.0,8.0
,48.0,590.0,8.0
,48.0,600.0,8.0
,48.0,610.0,8.0
,48.0,620.0,8.0
,48.0,630.0,8.0
,48.0,640.0,8.0
,48.0,650.0,8.0
,48.0,660.0,8.0
,48.0,670.0,8.0
,48.0,680.0,8.0
,48.0,690.0,8.0
,48.0,700.0,8.0
,48.0,710.0,8.0
,48.0,720.0,8.0
,48.0,730.0,8.0
,48.0,740.0,8.0
,48.0,750.0,8.0
,48.0,760.0,8.0
,48.0,770.0,8.0
,48.0,780.0,8.0
,48.0,790.0,8.0
,48.0,800.0,8.0
,48.0,810.0,8.0
