LocationCode,date,start_time,end_time
3,2024-07-03,2024-07-03 11:11:07,2024-07-03 18:32:07
3,2024-07-04,2024-07-04 09:00:07,2024-07-04 09:58:07
3,2024-07-09,2024-07-09 18:04:10,2024-07-09 18:55:07
3,2024-07-10,2024-07-10 04:57:07,2024-07-10 11:10:07
4,2024-04-18,2024-04-18 05:17:06,2024-04-18 18:22:06
4,2024-04-19,2024-04-19 05:18:06,2024-04-19 18:27:06
4,2024-04-20,2024-04-20 05:13:05,2024-04-20 08:59:05
4,2024-04-21,2024-04-21 05:13:05,2024-04-21 18:30:34
4,2024-04-22,2024-04-22 05:11:34,2024-04-22 08:59:34
4,2024-04-23,2024-04-23 05:14:34,2024-04-23 18:24:09
4,2024-04-24,2024-04-24 05:20:09,2024-04-24 18:22:09
4,2024-04-25,2024-04-25 05:15:09,2024-04-25 18:25:09
4,2024-04-26,2024-04-26 05:08:09,2024-04-26 18:30:09
4,2024-04-27,2024-04-27 05:13:09,2024-04-27 18:29:09
4,2024-04-28,2024-04-28 05:12:09,2024-04-28 18:32:09
4,2024-04-29,2024-04-29 05:08:09,2024-04-29 18:34:09
4,2024-04-30,2024-04-30 05:05:09,2024-04-30 18:04:09
4,2024-05-01,2024-05-01 16:17:55,2024-05-01 18:28:51
4,2024-05-02,2024-05-02 05:10:51,2024-05-02 18:30:51
4,2024-05-03,2024-05-03 05:05:50,2024-05-03 18:28:50
4,2024-05-04,2024-05-04 05:01:50,2024-05-04 18:36:50
4,2024-05-05,2024-05-05 05:00:49,2024-05-05 18:37:49
4,2024-05-06,2024-05-06 05:02:49,2024-05-06 18:34:32
4,2024-05-07,2024-05-07 05:03:32,2024-05-07 18:33:32
4,2024-05-08,2024-05-08 05:00:32,2024-05-08 18:29:32
4,2024-05-09,2024-05-09 05:05:32,2024-05-09 18:35:32
4,2024-05-10,2024-05-10 05:04:32,2024-05-10 18:40:19
4,2024-05-11,2024-05-11 04:58:19,2024-05-11 18:40:19
4,2024-05-12,2024-05-12 04:58:19,2024-05-12 18:38:19
4,2024-05-13,2024-05-13 05:08:19,2024-05-13 08:59:19
4,2024-05-14,2024-05-14 05:01:19,2024-05-14 18:40:19
4,2024-05-15,2024-05-15 04:58:19,2024-05-15 08:59:19
4,2024-05-16,2024-05-16 04:54:09,2024-05-16 18:41:09
4,2024-05-17,2024-05-17 04:56:09,2024-05-17 18:41:09
4,2024-05-18,2024-05-18 04:55:09,2024-05-18 18:41:09
4,2024-05-19,2024-05-19 04:58:09,2024-05-19 10:45:09
4,2024-05-22,2024-05-22 10:53:10,2024-05-22 18:37:10
4,2024-05-23,2024-05-23 05:00:09,2024-05-23 18:36:09
4,2024-05-24,2024-05-24 04:56:09,2024-05-24 18:42:09
4,2024-05-25,2024-05-25 04:55:09,2024-05-25 18:45:09
4,2024-05-29,2024-05-29 15:28:10,2024-05-29 18:44:09
4,2024-05-30,2024-05-30 04:50:09,2024-05-30 18:46:09
4,2024-05-31,2024-05-31 04:50:09,2024-05-31 18:46:09
4,2024-06-01,2024-06-01 04:52:09,2024-06-01 18:45:07
4,2024-06-02,2024-06-02 04:59:07,2024-06-02 18:41:07
4,2024-06-03,2024-06-03 04:53:07,2024-06-03 18:48:07
4,2024-06-04,2024-06-04 04:54:07,2024-06-04 18:50:07
4,2024-06-05,2024-06-05 04:51:07,2024-06-05 18:51:07
4,2024-06-06,2024-06-06 04:56:07,2024-06-06 18:52:07
4,2024-06-07,2024-06-07 04:56:07,2024-06-07 18:39:07
4,2024-06-08,2024-06-08 04:52:07,2024-06-08 17:55:07
4,2024-06-17,2024-06-17 15:56:10,2024-06-17 18:51:07
4,2024-06-18,2024-06-18 04:53:07,2024-06-18 18:56:07
4,2024-06-19,2024-06-19 04:54:07,2024-06-19 18:51:07
4,2024-06-20,2024-06-20 04:52:07,2024-06-20 18:49:07
4,2024-06-21,2024-06-21 04:53:07,2024-06-21 18:53:07
4,2024-06-22,2024-06-22 04:51:07,2024-06-22 18:55:07
4,2024-06-23,2024-06-23 04:52:07,2024-06-23 18:55:07
4,2024-06-24,2024-06-24 04:51:07,2024-06-24 18:49:07
4,2024-06-25,2024-06-25 04:51:07,2024-06-25 18:56:07
4,2024-06-26,2024-06-26 04:52:07,2024-06-26 18:57:07
4,2024-06-27,2024-06-27 04:54:07,2024-06-27 18:57:07
4,2024-06-28,2024-06-28 04:53:07,2024-06-28 18:47:07
4,2024-06-29,2024-06-29 04:53:07,2024-06-29 08:59:07
4,2024-06-30,2024-06-30 04:53:07,2024-06-30 18:57:07
4,2024-07-01,2024-07-01 04:54:07,2024-07-01 18:53:07
4,2024-07-02,2024-07-02 04:54:07,2024-07-02 18:56:07
4,2024-07-03,2024-07-03 04:53:07,2024-07-03 18:58:07
4,2024-07-04,2024-07-04 04:54:07,2024-07-04 08:59:07
4,2024-07-05,2024-07-05 04:54:07,2024-07-05 19:00:07
4,2024-07-06,2024-07-06 04:54:07,2024-07-06 18:58:07
4,2024-07-07,2024-07-07 04:55:07,2024-07-07 19:00:07
4,2024-07-08,2024-07-08 04:56:07,2024-07-08 18:58:07
4,2024-07-09,2024-07-09 04:56:07,2024-07-09 18:57:07
4,2024-07-10,2024-07-10 04:56:07,2024-07-10 18:54:07
4,2024-07-11,2024-07-11 04:59:07,2024-07-11 10:26:07
4,2024-07-15,2024-07-15 18:19:10,2024-07-15 18:56:07
4,2024-07-16,2024-07-16 05:00:07,2024-07-16 18:56:07
4,2024-07-17,2024-07-17 05:00:07,2024-07-17 18:56:07
4,2024-07-18,2024-07-18 05:00:07,2024-07-18 18:56:07
4,2024-07-19,2024-07-19 05:00:07,2024-07-19 18:56:07
4,2024-07-20,2024-07-20 05:01:07,2024-07-20 18:55:07
4,2024-07-21,2024-07-21 05:05:07,2024-07-21 18:52:07
4,2024-07-22,2024-07-22 05:03:07,2024-07-22 06:11:07
5,2024-04-21,2024-04-21 16:32:01,2024-04-21 18:32:57
5,2024-04-22,2024-04-22 05:11:57,2024-04-22 18:33:57
5,2024-04-23,2024-04-23 05:13:56,2024-04-23 18:26:22
5,2024-04-24,2024-04-24 05:19:21,2024-04-24 18:23:21
5,2024-04-25,2024-04-25 05:15:21,2024-04-25 18:26:21
5,2024-04-26,2024-04-26 05:09:20,2024-04-26 18:33:20
5,2024-04-27,2024-04-27 05:13:20,2024-04-27 18:28:20
5,2024-04-28,2024-04-28 05:12:19,2024-04-28 18:33:19
5,2024-04-29,2024-04-29 05:09:18,2024-04-29 18:36:18
5,2024-04-30,2024-04-30 05:06:18,2024-04-30 12:20:18
5,2024-05-01,2024-05-01 16:14:57,2024-05-01 18:29:53
5,2024-05-02,2024-05-02 05:08:53,2024-05-02 18:30:53
5,2024-05-03,2024-05-03 05:06:53,2024-05-03 18:29:53
5,2024-05-04,2024-05-04 05:02:53,2024-05-04 18:37:53
5,2024-05-05,2024-05-05 05:01:53,2024-05-05 18:37:53
5,2024-05-06,2024-05-06 05:01:53,2024-05-06 18:35:02
5,2024-05-07,2024-05-07 05:02:02,2024-05-07 18:34:02
5,2024-05-08,2024-05-08 05:00:01,2024-05-08 18:30:01
5,2024-05-09,2024-05-09 05:06:00,2024-05-09 08:59:00
5,2024-05-10,2024-05-10 05:04:00,2024-05-10 18:42:25
5,2024-05-11,2024-05-11 04:59:25,2024-05-11 18:41:25
5,2024-05-12,2024-05-12 04:59:25,2024-05-12 18:39:25
5,2024-05-13,2024-05-13 05:07:25,2024-05-13 18:34:25
5,2024-05-14,2024-05-14 05:00:25,2024-05-14 08:59:25
5,2024-05-15,2024-05-15 04:57:25,2024-05-15 18:40:10
5,2024-05-16,2024-05-16 04:55:10,2024-05-16 18:42:09
5,2024-05-17,2024-05-17 04:56:09,2024-05-17 18:43:09
5,2024-05-18,2024-05-18 04:56:09,2024-05-18 18:44:09
5,2024-05-22,2024-05-22 10:46:10,2024-05-22 18:38:09
5,2024-05-23,2024-05-23 05:00:09,2024-05-23 18:36:09
5,2024-05-24,2024-05-24 04:56:09,2024-05-24 18:43:09
5,2024-05-25,2024-05-25 04:55:10,2024-05-25 18:47:10
5,2024-05-28,2024-05-28 13:46:10,2024-05-28 18:43:09
5,2024-05-29,2024-05-29 04:52:09,2024-05-29 18:44:09
5,2024-05-30,2024-05-30 04:50:09,2024-05-30 18:46:09
5,2024-05-31,2024-05-31 04:50:08,2024-05-31 18:46:08
5,2024-06-01,2024-06-01 14:19:10,2024-06-01 18:47:07
5,2024-06-02,2024-06-02 04:59:07,2024-06-02 18:46:07
5,2024-06-03,2024-06-03 04:52:07,2024-06-03 18:48:07
5,2024-06-04,2024-06-04 04:54:07,2024-06-04 18:50:07
5,2024-06-05,2024-06-05 04:51:07,2024-06-05 18:52:07
5,2024-06-06,2024-06-06 04:55:07,2024-06-06 18:52:07
5,2024-06-07,2024-06-07 04:54:07,2024-06-07 17:00:07
5,2024-06-10,2024-06-10 18:35:10,2024-06-10 18:52:07
5,2024-06-11,2024-06-11 04:52:07,2024-06-11 18:55:07
5,2024-06-12,2024-06-12 04:53:07,2024-06-12 18:53:07
5,2024-06-13,2024-06-13 04:53:07,2024-06-13 18:54:07
5,2024-06-14,2024-06-14 04:54:07,2024-06-14 18:56:07
5,2024-06-15,2024-06-15 04:52:07,2024-06-15 08:59:07
5,2024-06-16,2024-06-16 04:52:07,2024-06-16 18:56:07
5,2024-06-17,2024-06-17 04:58:07,2024-06-17 18:52:07
5,2024-06-18,2024-06-18 04:53:07,2024-06-18 18:57:07
5,2024-06-19,2024-06-19 04:53:07,2024-06-19 18:52:07
5,2024-06-20,2024-06-20 04:52:07,2024-06-20 08:59:07
5,2024-06-21,2024-06-21 04:53:07,2024-06-21 18:54:07
5,2024-06-22,2024-06-22 04:52:07,2024-06-22 18:57:07
5,2024-06-23,2024-06-23 04:52:07,2024-06-23 18:56:07
5,2024-06-24,2024-06-24 04:51:07,2024-06-24 18:50:07
5,2024-06-27,2024-06-27 17:43:10,2024-06-27 18:58:07
5,2024-06-28,2024-06-28 04:54:07,2024-06-28 18:48:07
5,2024-06-29,2024-06-29 04:54:07,2024-06-29 18:52:07
5,2024-07-02,2024-07-02 16:56:10,2024-07-02 18:58:07
5,2024-07-03,2024-07-03 04:54:07,2024-07-03 18:58:07
5,2024-07-04,2024-07-04 04:54:07,2024-07-04 19:02:07
5,2024-07-05,2024-07-05 04:55:07,2024-07-05 19:02:07
5,2024-07-06,2024-07-06 04:55:07,2024-07-06 08:59:07
5,2024-07-07,2024-07-07 04:55:07,2024-07-07 19:02:07
5,2024-07-08,2024-07-08 04:57:07,2024-07-08 08:59:07
5,2024-07-09,2024-07-09 04:56:07,2024-07-09 18:57:07
5,2024-07-10,2024-07-10 04:57:07,2024-07-10 18:56:07
5,2024-07-11,2024-07-11 05:00:07,2024-07-11 18:58:07
5,2024-07-12,2024-07-12 04:59:07,2024-07-12 18:57:07
5,2024-07-13,2024-07-13 04:59:07,2024-07-13 18:57:07
5,2024-07-14,2024-07-14 05:00:07,2024-07-14 18:58:07
5,2024-07-15,2024-07-15 05:01:07,2024-07-15 18:58:07
5,2024-07-16,2024-07-16 05:00:07,2024-07-16 18:57:07
5,2024-07-17,2024-07-17 05:00:07,2024-07-17 18:57:07
5,2024-07-18,2024-07-18 05:00:07,2024-07-18 18:57:07
5,2024-07-19,2024-07-19 05:00:07,2024-07-19 06:15:07
6,2024-05-14,2024-05-14 16:50:07,2024-05-14 18:41:05
6,2024-05-15,2024-05-15 04:58:05,2024-05-15 18:41:20
6,2024-05-16,2024-05-16 04:55:21,2024-05-16 18:42:22
6,2024-05-17,2024-05-17 04:57:23,2024-05-17 18:43:24
6,2024-05-18,2024-05-18 04:57:25,2024-05-18 18:43:26
6,2024-05-19,2024-05-19 04:59:27,2024-05-19 18:42:28
6,2024-05-20,2024-05-20 04:57:29,2024-05-20 08:59:30
6,2024-05-21,2024-05-21 04:59:32,2024-05-21 18:31:33
6,2024-05-22,2024-05-22 04:56:34,2024-05-22 18:38:07
6,2024-05-23,2024-05-23 05:03:08,2024-05-23 18:36:09
6,2024-05-24,2024-05-24 04:58:10,2024-05-24 18:43:11
6,2024-05-25,2024-05-25 04:56:12,2024-05-25 18:47:13
6,2024-05-26,2024-05-26 04:57:14,2024-05-26 18:47:15
6,2024-05-27,2024-05-27 04:54:16,2024-05-27 08:59:17
6,2024-05-28,2024-05-28 04:53:19,2024-05-28 18:42:17
6,2024-05-29,2024-05-29 04:53:18,2024-05-29 18:43:19
6,2024-05-30,2024-05-30 04:50:20,2024-05-30 18:45:21
6,2024-05-31,2024-05-31 04:51:22,2024-05-31 18:45:24
6,2024-06-01,2024-06-01 04:52:25,2024-06-01 18:44:26
6,2024-06-02,2024-06-02 04:57:27,2024-06-02 18:37:28
6,2024-06-03,2024-06-03 04:52:29,2024-06-03 18:46:30
6,2024-06-04,2024-06-04 04:53:31,2024-06-04 18:48:32
6,2024-06-05,2024-06-05 04:50:33,2024-06-05 18:49:34
6,2024-06-06,2024-06-06 04:55:35,2024-06-06 18:49:37
6,2024-06-07,2024-06-07 04:54:37,2024-06-07 18:37:39
6,2024-06-10,2024-06-10 18:28:57,2024-06-10 18:47:54
6,2024-06-11,2024-06-11 04:49:55,2024-06-11 18:54:39
6,2024-06-12,2024-06-12 04:54:40,2024-06-12 18:53:42
6,2024-06-13,2024-06-13 04:53:42,2024-06-13 18:54:44
6,2024-06-14,2024-06-14 04:54:45,2024-06-14 18:55:46
6,2024-06-15,2024-06-15 04:52:47,2024-06-15 18:55:48
6,2024-06-16,2024-06-16 04:52:49,2024-06-16 18:55:51
6,2024-06-17,2024-06-17 04:59:51,2024-06-17 18:52:56
6,2024-06-18,2024-06-18 04:54:57,2024-06-18 18:56:48
6,2024-06-19,2024-06-19 04:54:49,2024-06-19 18:51:51
6,2024-06-20,2024-06-20 04:53:51,2024-06-20 18:50:53
6,2024-06-21,2024-06-21 04:54:54,2024-06-21 18:53:30
6,2024-06-22,2024-06-22 04:53:30,2024-06-22 18:56:32
6,2024-06-23,2024-06-23 04:52:33,2024-06-23 18:55:34
6,2024-06-24,2024-06-24 04:52:35,2024-06-24 18:49:36
6,2024-06-25,2024-06-25 04:52:37,2024-06-25 08:59:37
6,2024-06-26,2024-06-26 04:53:39,2024-06-26 18:58:41
6,2024-06-27,2024-06-27 04:55:41,2024-06-27 18:57:43
6,2024-06-28,2024-06-28 04:54:44,2024-06-28 18:47:45
6,2024-06-29,2024-06-29 04:54:46,2024-06-29 08:59:46
6,2024-06-30,2024-06-30 04:54:48,2024-06-30 18:57:50
6,2024-07-01,2024-07-01 04:55:50,2024-07-01 18:53:52
6,2024-07-02,2024-07-02 04:55:53,2024-07-02 18:56:35
6,2024-07-03,2024-07-03 04:54:35,2024-07-03 18:57:37
6,2024-07-04,2024-07-04 04:55:38,2024-07-04 19:01:39
6,2024-07-05,2024-07-05 04:55:40,2024-07-05 19:01:41
6,2024-07-06,2024-07-06 04:55:42,2024-07-06 08:59:43
6,2024-07-07,2024-07-07 04:56:44,2024-07-07 19:01:46
6,2024-07-08,2024-07-08 04:57:47,2024-07-08 18:59:48
6,2024-07-09,2024-07-09 04:56:49,2024-07-09 18:56:50
6,2024-07-10,2024-07-10 04:57:51,2024-07-10 18:54:52
6,2024-07-11,2024-07-11 05:00:53,2024-07-11 18:56:05
6,2024-07-12,2024-07-12 04:59:05,2024-07-12 18:56:07
6,2024-07-13,2024-07-13 04:59:08,2024-07-13 18:56:09
6,2024-07-14,2024-07-14 05:00:10,2024-07-14 18:57:11
6,2024-07-15,2024-07-15 05:01:12,2024-07-15 18:56:44
6,2024-07-16,2024-07-16 05:00:45,2024-07-16 18:55:47
6,2024-07-17,2024-07-17 05:00:48,2024-07-17 18:56:49
6,2024-07-18,2024-07-18 05:01:50,2024-07-18 18:56:51
6,2024-07-19,2024-07-19 05:00:52,2024-07-19 18:56:53
6,2024-07-20,2024-07-20 05:01:54,2024-07-20 18:55:56
6,2024-07-21,2024-07-21 05:05:57,2024-07-21 18:51:58
6,2024-07-22,2024-07-22 05:03:59,2024-07-22 08:59:59
6,2024-07-23,2024-07-23 05:12:01,2024-07-23 18:50:02
6,2024-07-24,2024-07-24 05:22:03,2024-07-24 17:42:07
7,2024-05-17,2024-05-17 16:54:50,2024-05-17 18:43:48
7,2024-05-18,2024-05-18 04:57:49,2024-05-18 18:43:50
7,2024-05-19,2024-05-19 04:58:51,2024-05-19 18:42:52
7,2024-05-20,2024-05-20 04:56:53,2024-05-20 18:41:54
7,2024-05-21,2024-05-21 04:58:55,2024-05-21 18:32:57
7,2024-05-22,2024-05-22 04:55:58,2024-05-22 18:38:51
7,2024-05-23,2024-05-23 05:01:52,2024-05-23 18:36:53
7,2024-05-24,2024-05-24 04:58:54,2024-05-24 21:37:55
7,2024-05-25,2024-05-25 04:56:56,2024-05-25 18:47:57
7,2024-05-26,2024-05-26 04:55:58,2024-05-26 08:59:58
7,2024-05-27,2024-05-27 04:54:00,2024-05-27 18:48:02
7,2024-05-28,2024-05-28 04:52:03,2024-05-28 18:42:39
7,2024-05-29,2024-05-29 04:52:40,2024-05-29 18:44:41
7,2024-05-30,2024-05-30 04:49:42,2024-05-30 18:46:43
7,2024-05-31,2024-05-31 04:49:44,2024-05-31 18:45:46
7,2024-06-01,2024-06-01 04:51:46,2024-06-01 18:44:25
7,2024-06-02,2024-06-02 04:56:26,2024-06-02 18:40:27
7,2024-06-03,2024-06-03 04:51:28,2024-06-03 18:46:29
7,2024-06-04,2024-06-04 04:51:30,2024-06-04 18:48:32
7,2024-06-05,2024-06-05 04:48:32,2024-06-05 18:49:34
7,2024-06-06,2024-06-06 04:53:35,2024-06-06 18:49:36
7,2024-06-07,2024-06-07 04:52:37,2024-06-07 18:38:38
7,2024-06-08,2024-06-08 04:49:39,2024-06-08 12:37:40
7,2024-06-10,2024-06-10 18:28:46,2024-06-10 18:52:00
7,2024-06-11,2024-06-11 04:52:01,2024-06-11 18:54:03
7,2024-06-12,2024-06-12 04:53:03,2024-06-12 08:59:04
7,2024-06-13,2024-06-13 04:53:06,2024-06-13 18:54:07
7,2024-06-14,2024-06-14 04:53:08,2024-06-14 18:55:10
7,2024-06-15,2024-06-15 04:52:10,2024-06-15 08:59:11
7,2024-06-16,2024-06-16 04:52:13,2024-06-16 18:55:14
7,2024-06-17,2024-06-17 04:58:15,2024-06-17 18:53:21
7,2024-06-18,2024-06-18 04:53:22,2024-06-18 18:57:23
7,2024-06-19,2024-06-19 04:54:24,2024-06-19 18:52:25
7,2024-06-20,2024-06-20 04:53:26,2024-06-20 18:51:28
7,2024-06-21,2024-06-21 04:54:29,2024-06-21 18:53:57
7,2024-06-22,2024-06-22 04:51:58,2024-06-22 18:56:00
7,2024-06-23,2024-06-23 04:52:01,2024-06-23 18:56:02
7,2024-06-24,2024-06-24 04:51:03,2024-06-24 18:50:04
7,2024-06-27,2024-06-27 17:51:32,2024-06-27 18:58:30
7,2024-06-28,2024-06-28 04:54:31,2024-06-28 18:48:32
7,2024-06-29,2024-06-29 04:53:33,2024-06-29 09:29:34
7,2024-07-02,2024-07-02 16:50:20,2024-07-02 18:56:18
7,2024-07-03,2024-07-03 04:53:19,2024-07-03 18:58:20
7,2024-07-04,2024-07-04 04:53:21,2024-07-04 19:01:23
7,2024-07-05,2024-07-05 04:54:24,2024-07-05 19:00:25
7,2024-07-06,2024-07-06 04:54:26,2024-07-06 18:58:27
7,2024-07-07,2024-07-07 04:54:28,2024-07-07 19:00:30
7,2024-07-08,2024-07-08 04:56:31,2024-07-08 18:59:32
7,2024-07-09,2024-07-09 17:56:11,2024-07-09 18:56:09
7,2024-07-10,2024-07-10 04:56:10,2024-07-10 18:54:11
7,2024-07-11,2024-07-11 04:59:12,2024-07-11 18:56:13
7,2024-07-12,2024-07-12 04:57:14,2024-07-12 18:56:16
7,2024-07-13,2024-07-13 04:58:17,2024-07-13 18:56:18
7,2024-07-14,2024-07-14 04:59:19,2024-07-14 18:56:20
7,2024-07-15,2024-07-15 05:00:21,2024-07-15 18:57:38
7,2024-07-16,2024-07-16 05:00:39,2024-07-16 18:56:40
7,2024-07-17,2024-07-17 05:00:41,2024-07-17 08:59:42
7,2024-07-18,2024-07-18 05:00:44,2024-07-18 18:56:45
7,2024-07-19,2024-07-19 05:00:46,2024-07-19 18:56:48
7,2024-07-20,2024-07-20 05:00:49,2024-07-20 18:55:50
7,2024-07-21,2024-07-21 05:04:51,2024-07-21 18:52:52
7,2024-07-22,2024-07-22 05:02:54,2024-07-22 10:29:54
8,2024-01-06,2024-01-06 06:21:19,2024-01-06 17:23:57
8,2024-01-07,2024-01-07 06:33:56,2024-01-07 17:26:55
8,2024-01-08,2024-01-08 06:22:53,2024-01-08 17:38:52
8,2024-01-09,2024-01-09 06:22:51,2024-01-09 17:32:50
8,2024-01-10,2024-01-10 06:24:49,2024-01-10 08:59:48
8,2024-01-11,2024-01-11 06:26:45,2024-01-11 08:59:45
8,2024-01-12,2024-01-12 06:24:43,2024-01-12 08:59:43
8,2024-01-13,2024-01-13 06:25:40,2024-01-13 17:33:39
8,2024-01-14,2024-01-14 06:23:37,2024-01-14 17:39:37
8,2024-01-15,2024-01-15 06:23:35,2024-01-15 17:35:34
8,2024-01-16,2024-01-16 06:29:32,2024-01-16 17:38:31
8,2024-01-17,2024-01-17 06:28:30,2024-01-17 17:44:29
8,2024-01-18,2024-01-18 06:25:27,2024-01-18 17:41:26
8,2024-01-19,2024-01-19 06:23:24,2024-01-19 17:47:23
8,2024-01-20,2024-01-20 06:23:22,2024-01-20 17:38:20
8,2024-01-21,2024-01-21 06:29:19,2024-01-21 17:36:18
8,2024-01-22,2024-01-22 06:25:17,2024-01-22 17:40:15
8,2024-01-23,2024-01-23 06:26:14,2024-01-23 17:34:15
8,2024-01-24,2024-01-24 06:31:11,2024-01-24 08:59:11
8,2024-01-25,2024-01-25 06:28:08,2024-01-25 17:44:07
8,2024-01-26,2024-01-26 06:28:05,2024-01-26 17:38:05
8,2024-01-27,2024-01-27 06:27:03,2024-01-27 17:42:02
8,2024-01-28,2024-01-28 06:28:00,2024-01-28 08:59:00
8,2024-01-29,2024-01-29 06:25:58,2024-01-29 17:46:57
8,2024-01-30,2024-01-30 06:23:55,2024-01-30 17:52:53
8,2024-01-31,2024-01-31 06:20:53,2024-01-31 17:50:51
8,2024-02-01,2024-02-01 06:22:50,2024-02-01 17:48:48
8,2024-02-02,2024-02-02 06:26:47,2024-02-02 17:47:46
8,2024-02-03,2024-02-03 06:22:44,2024-02-03 17:52:44
8,2024-02-04,2024-02-04 06:22:42,2024-02-04 08:59:41
8,2024-02-05,2024-02-05 06:33:39,2024-02-05 17:50:38
8,2024-02-06,2024-02-06 06:21:37,2024-02-06 17:48:35
8,2024-02-07,2024-02-07 06:20:34,2024-02-07 17:53:32
8,2024-02-08,2024-02-08 06:25:31,2024-02-08 17:49:30
8,2024-02-09,2024-02-09 06:23:29,2024-02-09 17:52:27
8,2024-02-10,2024-02-10 06:26:26,2024-02-10 17:52:25
8,2024-02-11,2024-02-11 06:17:23,2024-02-11 17:59:22
8,2024-02-12,2024-02-12 09:04:17,2024-02-12 17:54:16
8,2024-02-13,2024-02-13 06:16:15,2024-02-13 18:00:17
8,2024-02-14,2024-02-14 06:17:16,2024-02-14 18:02:15
8,2024-02-15,2024-02-15 06:16:14,2024-02-15 17:57:06
8,2024-02-16,2024-02-16 06:20:05,2024-02-16 17:51:24
8,2024-02-17,2024-02-17 06:14:23,2024-02-17 17:59:21
8,2024-02-18,2024-02-18 06:14:20,2024-02-18 08:59:20
8,2024-02-19,2024-02-19 06:13:18,2024-02-19 18:02:39
8,2024-02-20,2024-02-20 06:12:37,2024-02-20 18:03:14
8,2024-02-21,2024-02-21 06:10:13,2024-02-21 18:01:12
8,2024-02-22,2024-02-22 06:11:11,2024-02-22 17:59:09
8,2024-02-23,2024-02-23 06:13:08,2024-02-23 18:01:06
8,2024-02-24,2024-02-24 06:12:06,2024-02-24 18:01:04
8,2024-02-25,2024-02-25 06:14:02,2024-02-25 17:59:01
8,2024-02-26,2024-02-26 06:11:00,2024-02-26 18:04:01
8,2024-02-27,2024-02-27 06:08:01,2024-02-27 18:01:59
8,2024-02-28,2024-02-28 06:05:57,2024-02-28 18:03:56
8,2024-02-29,2024-02-29 06:03:55,2024-02-29 18:00:53
8,2024-03-01,2024-03-01 06:08:52,2024-03-01 18:01:51
8,2024-03-02,2024-03-02 06:06:49,2024-03-02 18:05:33
8,2024-03-03,2024-03-03 06:04:31,2024-03-03 18:10:30
8,2024-03-04,2024-03-04 06:02:29,2024-03-04 18:10:27
8,2024-03-05,2024-03-05 06:02:26,2024-03-05 08:59:26
8,2024-03-06,2024-03-06 06:01:06,2024-03-06 18:01:04
8,2024-03-07,2024-03-07 06:09:01,2024-03-07 18:06:00
8,2024-03-08,2024-03-08 06:07:58,2024-03-08 18:04:56
8,2024-03-09,2024-03-09 12:09:05,2024-03-09 18:02:04
8,2024-03-10,2024-03-10 06:02:02,2024-03-10 18:07:59
8,2024-03-11,2024-03-11 05:59:57,2024-03-11 18:09:43
8,2024-03-12,2024-03-12 05:58:42,2024-03-12 18:11:43
8,2024-03-13,2024-03-13 05:52:41,2024-03-13 18:05:41
8,2024-03-14,2024-03-14 06:03:39,2024-03-14 18:14:37
8,2024-03-15,2024-03-15 05:52:35,2024-03-15 18:14:11
8,2024-03-16,2024-03-16 05:49:09,2024-03-16 18:14:07
8,2024-03-17,2024-03-17 05:48:05,2024-03-17 18:18:03
8,2024-03-18,2024-03-18 05:57:01,2024-03-18 18:10:19
8,2024-03-19,2024-03-19 05:55:17,2024-03-19 18:08:15
8,2024-03-20,2024-03-20 05:50:13,2024-03-20 18:09:03
8,2024-03-21,2024-03-21 05:45:01,2024-03-21 18:09:58
8,2024-03-22,2024-03-22 05:51:57,2024-03-22 15:56:56
8,2024-03-23,2024-03-23 05:44:29,2024-03-23 18:15:28
8,2024-03-24,2024-03-24 05:42:27,2024-03-24 18:16:26
8,2024-03-25,2024-03-25 05:43:25,2024-03-25 08:59:24
8,2024-03-26,2024-03-26 05:41:22,2024-03-26 18:11:21
8,2024-03-27,2024-03-27 05:42:19,2024-03-27 18:14:13
8,2024-03-28,2024-03-28 05:38:11,2024-03-28 08:59:11
8,2024-03-29,2024-03-29 05:43:08,2024-03-29 18:14:08
8,2024-03-30,2024-03-30 05:45:06,2024-03-30 18:21:05
8,2024-03-31,2024-03-31 05:37:04,2024-03-31 18:08:03
8,2024-04-01,2024-04-01 06:03:01,2024-04-01 18:14:00
8,2024-04-02,2024-04-02 05:33:59,2024-04-02 18:21:57
8,2024-04-03,2024-04-03 05:32:57,2024-04-03 07:57:56
8,2024-04-15,2024-04-15 12:52:39,2024-04-15 18:25:39
8,2024-04-16,2024-04-16 05:24:38,2024-04-16 18:27:37
8,2024-04-17,2024-04-17 05:20:36,2024-04-17 18:25:34
8,2024-04-19,2024-04-19 09:27:10,2024-04-19 18:15:10
8,2024-04-20,2024-04-20 05:19:09,2024-04-20 18:28:06
8,2024-04-21,2024-04-21 05:19:05,2024-04-21 18:29:05
8,2024-04-22,2024-04-22 05:18:04,2024-04-22 18:30:05
8,2024-05-01,2024-05-01 11:24:46,2024-05-01 18:27:45
8,2024-05-02,2024-05-02 05:13:44,2024-05-02 18:28:43
8,2024-05-03,2024-05-03 05:11:42,2024-05-03 18:26:40
8,2024-05-04,2024-05-04 05:07:39,2024-05-04 18:35:38
8,2024-05-05,2024-05-05 05:06:37,2024-05-05 18:36:35
8,2024-05-06,2024-05-06 05:06:35,2024-05-06 18:33:37
8,2024-05-07,2024-05-07 05:07:36,2024-05-07 18:30:34
8,2024-05-08,2024-05-08 05:04:33,2024-05-08 08:59:33
